sace_code,name,department,municipio,localidad,zone,school_type,cycle,administration,enrollment_2024
041000182,FRANCISCO MORAZAN,COPÁN,FLORIDA,FLORIDA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,8
040100006,FRANCISCO MORAZAN,COPÁN,SANTA ROSA DE COPÁN,EL ZAPOTE,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,84
040100011,FRANCISCO MORAZAN,COPÁN,SANTA ROSA DE COPÁN,CALZONTES,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,31
040100012,FRANCISCO MORAZAN,COPÁN,SANTA ROSA DE COPÁN,OROMILACA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,109
040100038,FRANCISCO MORAZAN,COPÁN,SANTA ROSA DE COPÁN,POTRERILLOS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,45
040200009,FRANCISCO MORAZAN,COPÁN,CABAÑAS,MIRASOLITO DE LA ESPERANZA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,25
040200017,FRANCISCO MORAZAN,COPÁN,CABAÑAS,MOTAGUA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,34
040200018,FRANCISCO MORAZAN,COPÁN,CABAÑAS,CABAÑAS,URBANA,COMÚN - E.I.B.,BÁSICA I CICLO,GUBERNAMENTAL,93
040300004,FRANCISCO MORAZAN,COPÁN,CONCEPCIÓN,PLAN GRANDE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,118
040300005,FRANCISCO MORAZAN,COPÁN,CONCEPCIÓN,LAS DELICIAS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,50
040400007,FRANCISCO MORAZAN,COPÁN,COPÁN RUINAS,EL CORDONCILLO,RURAL,COMÚN - E.I.B.,BÁSICA I CICLO,GUBERNAMENTAL,49
040400020,FRANCISCO MORAZAN,COPÁN,COPÁN RUINAS,VIRGINIA NO.1,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,33
040400031,FRANCISCO MORAZAN,COPÁN,COPÁN RUINAS,BARBASQUEADERO,RURAL,COMÚN - E.I.B.,BÁSICA I CICLO,GUBERNAMENTAL,34
040400055,FRANCISCO MORAZAN,COPÁN,COPÁN RUINAS,SESESMIL SEGUNDO,RURAL,PROHECO - E.I.B.,BÁSICA I CICLO,GUBERNAMENTAL,64
040400113,FRANCISCO MORAZAN,COPÁN,COPÁN RUINAS,COPÁN RUINAS,RURAL,PROHECO - E.I.B.,BÁSICA I CICLO,GUBERNAMENTAL,18
040500011,FRANCISCO MORAZAN,COPÁN,CORQUIN,JIMILILE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,38
040600001,FRANCISCO MORAZAN,COPÁN,CUCUYAGUA,GUALTAYA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,52
040600017,FRANCISCO MORAZAN,COPÁN,CUCUYAGUA,EL NÍSPERO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,30
040800061,FRANCISCO MORAZAN,COPÁN,DULCE NOMBRE,DULCE NOMBRE,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,22
040900005,FRANCISCO MORAZAN,COPÁN,EL PARAÍSO,EL TESORO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,74
040900013,FRANCISCO MORAZAN,COPÁN,EL PARAÍSO,EL MANGUITO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,52
040900023,FRANCISCO MORAZAN,COPÁN,EL PARAÍSO,LIBERTAD NUEVA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,18
041000005,FRANCISCO MORAZAN,COPÁN,FLORIDA,PUEBLO NUEVO,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,60
041100001,FRANCISCO MORAZAN,COPÁN,LA JIGUA,LA COLMENA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,15
041200001,FRANCISCO MORAZAN,COPÁN,LA UNIÓN,SANTA CRUZ,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,41
041200011,FRANCISCO MORAZAN,COPÁN,LA UNIÓN,AZACUALPA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,232
041300015,FRANCISCO MORAZAN,COPÁN,NUEVA ARCADIA,NUEVA ARCADIA,URBANA,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,524
041300023,FRANCISCO MORAZAN,COPÁN,NUEVA ARCADIA,QUEBRADA SECA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,32
041400001,FRANCISCO MORAZAN,COPÁN,SAN AGUSTÍN,GRANADILLAL,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,106
041500003,FRANCISCO MORAZAN,COPÁN,SAN ANTONIO,LA ZUMBADORA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,165
041500009,FRANCISCO MORAZAN,COPÁN,SAN ANTONIO,QUEBRADA HONDA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,95
041500019,FRANCISCO MORAZAN,COPÁN,SAN ANTONIO,SAN JOAQUÍN,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,119
041600004,FRANCISCO MORAZAN,COPÁN,SAN JERÓNIMO,LA ESPERANZA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,175
041700008,FRANCISCO MORAZAN,COPÁN,SAN JOSÉ,SAN JOSÉ,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,54
041800006,FRANCISCO MORAZAN,COPÁN,SAN JUAN DE OPOA,EL CONTAMAL,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,49
041800028,FRANCISCO MORAZAN,COPÁN,SAN JUAN DE OPOA,LOS POZOS,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,14
042000035,FRANCISCO MORAZAN,COPÁN,SAN PEDRO,SAN FCO. O EL EJIDO,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,14
042100013,FRANCISCO MORAZAN,COPÁN,SANTA RITA,EL JARAL,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,51
042100014,FRANCISCO MORAZAN,COPÁN,SANTA RITA,RASTROJITOS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,28
042100029,FRANCISCO MORAZAN,COPÁN,SANTA RITA,EL MIRADOR,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,73
042100043,FRANCISCO MORAZAN,COPÁN,SANTA RITA,SANTA RITA,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,31
042100093,FRANCISCO MORAZAN,COPÁN,SANTA RITA,LOS ACHIOTES,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,25
042100168,FRANCISCO MORAZAN,COPÁN,SANTA RITA,MIRASOL,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,14
042200003,FRANCISCO MORAZAN,COPÁN,TRINIDAD,LA CUMBRE,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,90
042300004,FRANCISCO MORAZAN,COPÁN,VERACRUZ,EL TRIUNFO,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,75
040400040,FRANCISCO MORAZAN,COPÁN,COPÁN RUINAS,NUEVA ARMENIA,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,19
040500097,FRANCISCO MORAZÁN,COPÁN,CORQUIN,CORQUÍN,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,23
040400325,FRANCISCO MORAZÁN,COPÁN,COPÁN RUINAS,COPÁN RUINAS,RURAL,PROHECO - E.I.B.,BÁSICA I CICLO,GUBERNAMENTAL,23
040100007,FRANCISCO P GUEVARA,COPÁN,SANTA ROSA DE COPÁN,EL RODEO,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,175
041000050,FRANCISCO PINEDA,COPÁN,FLORIDA,FLORIDA,URBANA,EDUCACIÓN ADULTOS,BÁSICA II CICLO,GUBERNAMENTAL,34
040400153,FRANCISCO PINEDA ALDANA,COPÁN,COPÁN RUINAS,OSTUMÁN,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,16
042000036,FRANCISCO ROQUE,COPÁN,SAN PEDRO,YAUNERA,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,23
040300014,FRATERNIDAD,COPÁN,CONCEPCIÓN,LAS DELICIAS,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,47
040900003,FRATERNIDAD,COPÁN,EL PARAÍSO,NARANJITO,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,64
040600027,FROILAN TURCIOS,COPÁN,CUCUYAGUA,CUCUYAGUA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,12
040900045,FROYLAN TURCIOS,COPÁN,EL PARAÍSO,EL PARAÍSO,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,16
040400014,FROYLAN TURCIOS,COPÁN,COPÁN RUINAS,SAN ANTONIO TAPESCO,RURAL,C.E.B. - E.I.B.,BÁSICA I CICLO,GUBERNAMENTAL,54
041200002,FROYLAN TURCIOS,COPÁN,LA UNIÓN,AZACUALPA,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,12
042100017,FROYLAN TURCIOS,COPÁN,SANTA RITA,LOS PLANES DE LA BREA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,118
041400008,FRUTOS DE AMOR,COPÁN,SAN AGUSTÍN,SAN AGUSTÍN,URBANA,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,5
041000148,FRUTOS DE AMOR,COPÁN,FLORIDA,POTRERILLOS,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,6
041300123,FUENTE DE AMOR,COPÁN,NUEVA ARCADIA,LA CUCHILLA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,4
041600067,FUENTE DE LUZ,COPÁN,SAN JERÓNIMO,SAN JERÓNIMO,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,6
041300071,FUENTE DE LUZ,COPÁN,NUEVA ARCADIA,CHALMECA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,5
041000103,FUENTE DE LUZ,COPÁN,FLORIDA,ARRANCA BARBA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,11
042100210,FUENTE DE PODER,COPÁN,SANTA RITA,SANTA RITA,URBANA,COMÚN,BÁSICA III CICLO,NO GUBERNAMENTAL,62
042200016,FUENTE DE SABIDURIA,COPÁN,TRINIDAD,TRINIDAD DE COPÁN,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,14
041000079,FUENTE DE VIDA,COPÁN,FLORIDA,POTRERILLOS,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,20
041000108,FUTURO DE HONDURAS,COPÁN,FLORIDA,BUENA VISTA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,5
041700033,FUTURO INFANTIL,COPÁN,SAN JOSÉ,SAN JOSÉ,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,6
042000004,GABRIELA MISTRAL,COPÁN,SAN PEDRO,CARTAGUA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,34
040200021,GEORGIAN COURT,COPÁN,CABAÑAS,DESCOMBROS,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,20
041200016,GERARDO SALINAS,COPÁN,LA UNIÓN,LA UNIÓN,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,46
040800018,GLADYS  RAMOS,COPÁN,DULCE NOMBRE,DULCE NOMBRE,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,7
041000222,GLORIA ESPERANZA CASTAÑEDA ARITA,COPÁN,FLORIDA,FLORIDA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,6
042100076,GOTAS DE SANGRE,COPÁN,SANTA RITA,GOTAS DE SANGRE,RURAL,COMÚN - E.I.B.,PREBÁSICA,GUBERNAMENTAL,18
040500044,GOTITAS DE AGUA,COPÁN,CORQUIN,EL CARRIZAL,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,10
042100277,GOTITAS DE TERNURA,COPÁN,SANTA RITA,EL TAMARINDO,RURAL,CEPB,PREBÁSICA,GUBERNAMENTAL,15
040300087,GOTITAS DEL SABER,COPÁN,CONCEPCIÓN,LAS DELICIAS,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,6
040500081,GOTITAS DEL SABER,COPÁN,CORQUIN,CORQUÍN,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,14
041200088,GOTITAS DEL SABER,COPÁN,LA UNIÓN,EL TRIGO,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,9
041800034,GOTITAS DEL SABER,COPÁN,SAN JUAN DE OPOA,LA CEBRATANA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,10
042000049,GOTITAS DEL SABER,COPÁN,SAN PEDRO,SAN PEDRO,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,8
040500007,GRACIAS A DIOS,COPÁN,CORQUIN,POTRERILLOS,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,173
041200111,GRACIAS A DIOS,COPÁN,LA UNIÓN,LA UNIÓN,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,25
041300131,GRACIAS A DIOS,COPÁN,NUEVA ARCADIA,NUEVA ARCADIA,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,103
040400106,GRAL. FRANCISCO MORAZAN,COPÁN,COPÁN RUINAS,LAS FLORES,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,25
040300103,GREVIL JEHI CHAVEZ,COPÁN,CONCEPCIÓN,CONCEPCIÓN,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,19
040100010,GUADALUPE MILLA,COPÁN,SANTA ROSA DE COPÁN,YARUSHIN,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,89
041200034,GUILLERMINA TABORA DE LOPEZ,COPÁN,LA UNIÓN,LAS MINAS DE SAN ANDRÉS,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,56
041000020,GUILLERMO CASCO,COPÁN,FLORIDA,POTRERILLOS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,58
042200010,GUILLERMO CASCO CALLEJAS,COPÁN,TRINIDAD,TRINIDAD DE COPÁN,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,72
041300032,GUSTAVO ZUNIGA ANDRADE,COPÁN,NUEVA ARCADIA,CHALMECA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,23
040400181,GVI PHOENIX,COPÁN,COPÁN RUINAS,COPÁN RUINAS,RURAL,COMÚN,BÁSICA III CICLO,NO GUBERNAMENTAL,65
040100040,HECTOR EMILIO MEDINA BILINGUAL SCHOOL,COPÁN,SANTA ROSA DE COPÁN,EL ROSARIO,URBANA,BILINGUE,PREBÁSICA,NO GUBERNAMENTAL,228
042100038,HECTOR ORLANDO SANTOS,COPÁN,SANTA RITA,LA REFORMA,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,42
041800023,HECTOR URQUIA,COPÁN,SAN JUAN DE OPOA,EL PINAL,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,18
040400263,HELMY RENE GIACOMAN,COPÁN,COPÁN RUINAS,SESESMIL SEGUNDO,RURAL,COMÚN,BÁSICA I CICLO,NO GUBERNAMENTAL,22
041200100,HENRY MILTON TABORA,COPÁN,LA UNIÓN,LA UNIÓN,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,17
040200040,HERIBERTO ALCANTARA,COPÁN,CABAÑAS,DESCOMBROS,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,21
040600011,HERIBERTO ALCANTARA,COPÁN,CUCUYAGUA,CUCUYAGUA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,111
040700024,HERIBERTO ALCANTARA,COPÁN,DOLORES,VEGA REDONDA O SAN ANTONIO DE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,48
040900024,HERIBERTO ALCANTARA,COPÁN,EL PARAÍSO,EL INFIERNILLO O NUEVO TRIUNFO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,19
041200070,HILDA  REYES,COPÁN,LA UNIÓN,SANTA CRUZ,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,8
040100207,HOGAR DE AMOR,COPÁN,SANTA ROSA DE COPÁN,SANTA ROSA DE COPÁN,URBANA,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,NO GUBERNAMENTAL,28
040200053,HONDURAS,COPÁN,CABAÑAS,LAS PEÑAS NO.2,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,20
040100053,HONDURAS,COPÁN,SANTA ROSA DE COPÁN,EL RODEO,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,52
040100055,HONDURAS,COPÁN,SANTA ROSA DE COPÁN,SANTA ROSA DE COPÁN,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,15
040900151,HONDURAS,COPÁN,EL PARAÍSO,LAS JUNTAS,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,15
040300021,HONDURAS,COPÁN,CONCEPCIÓN,SAN JOSÉ DE LAS QUEBRADITAS,RURAL,C.E.B. PROHECO,BÁSICA I CICLO,GUBERNAMENTAL,74
041000045,HONDURAS,COPÁN,FLORIDA,FLORIDA,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,19
041100009,HONDURAS,COPÁN,LA JIGUA,VALLE DE MAGDALENA O LA LAGUNA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,129
042300003,HONDURAS,COPÁN,VERACRUZ,SAN ANTONIO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,68
041500017,HONDURAS UNIDA,COPÁN,SAN ANTONIO,PEÑA BLANCA,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,17
042100276,HUELLITAS DE SABIDURIA,COPÁN,SANTA RITA,SANTA RITA,RURAL,CEPB,PREBÁSICA,GUBERNAMENTAL,11
041200033,HUMBERTO ALVARADO GARCIA,COPÁN,LA UNIÓN,LA UNIÓN,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,96
041200048,HUMBERTO BARNICA MILLA,COPÁN,LA UNIÓN,LA UNIÓN,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,28
040400122,HUMBERTO OBDULIO GUERRA,COPÁN,COPÁN RUINAS,COPÁN RUINAS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,20
040500008,HUMBERTO REGALADO HERNANDEZ,COPÁN,CORQUIN,CORQUÍN,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,16
041100031,ILUSIONES INFANTILES,COPÁN,LA JIGUA,PIEDRA PINTADA,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,12
042300007,INFANCIA FELIZ,COPÁN,VERACRUZ,VERACRUZ,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,35
040500090,ING. EDILBERTO ESTEVEZ MOLINA,COPÁN,CORQUIN,CORQUÍN,RURAL,CEPB,PREBÁSICA,GUBERNAMENTAL,15
041400061,ING. KELVIN AGUILAR,COPÁN,SAN AGUSTÍN,SAN AGUSTÍN,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,10
042000024,INSTITUTO ARMANDO CALIDONIO ALVARADO,COPÁN,SAN PEDRO,SAN PEDRO,URBANA,COMÚN,BÁSICA III CICLO,GUBERNAMENTAL,273
040400326,INSTITUTO NO GUBERNAMENTAL CENTRO DE APRENDIZAJE INDIVIDUALIZADO DE EDUCACIÓN EN CASA HEBRON,COPÁN,COPÁN RUINAS,COPÁN RUINAS,URBANA,COMÚN,BÁSICA I CICLO,NO GUBERNAMENTAL,37
040100082,INSTITUTO NO GUBERNAMENTAL HONDUREÑO DE EDUCACIÓN POR RADIO (IHER),COPÁN,SANTA ROSA DE COPÁN,SANTA ROSA DE COPÁN,URBANA,EDUCACIÓN ADULTOS,BÁSICA II CICLO,NO GUBERNAMENTAL,977
041300116,INSTITUTO NO GUBERNAMENTAL HONDUREÑO DE EDUCACIÓN POR RADIO (IHER),COPÁN,NUEVA ARCADIA,LA ENTRADA,URBANA,IHER,BÁSICA III CICLO,NO GUBERNAMENTAL,1492
041900017,INTITUTO  HECTOR MEJIA LARA,COPÁN,SAN NICOLÁS,SAN NICOLÁS,URBANA,COMÚN,BÁSICA III CICLO,GUBERNAMENTAL,211
041600007,ISABEL LUNA DE VILLAMIL,COPÁN,SAN JERÓNIMO,EL TRÁNSITO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,23
042100049,ISIDRO VASQUEZ,COPÁN,SANTA RITA,SANTA RITA,RURAL,C.E.B. - E.I.B.,BÁSICA I CICLO,GUBERNAMENTAL,112
040900021,ISMAEL RENDON,COPÁN,EL PARAÍSO,SAN MARCOS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,24
040500068,J. BR. CARLOS HUMBERTO ROMERO,COPÁN,CORQUIN,CAPUCAS,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,9
041800001,J.D.N SONRISA INFANTIL,COPÁN,SAN JUAN DE OPOA,LA COLATINA,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,18
040600043,J.N. RAFAEL PINEDA PONCE,COPÁN,CUCUYAGUA,EL TRÁNSITO,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,20
041700014,J.N.ADAN DAVID REYES,COPÁN,SAN JOSÉ,SAN JOSÉ,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,17
041100027,J.N.ALVARO CONTRERAS,COPÁN,LA JIGUA,LA JIGUA,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,15
042200013,J.N.ANGEL ZUNIGA HUETE,COPÁN,TRINIDAD,LEPAERITA,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,23
041900020,J.N.CARLOS ROBERTO FLORES,COPÁN,SAN NICOLÁS,SAN NICOLÁS,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,22
041900019,J.N.EL CARRIZAL,COPÁN,SAN NICOLÁS,SAN NICOLÁS,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,15
041300058,J.N.ELVIA A.VALLE,COPÁN,NUEVA ARCADIA,LA ENTRADA,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,28
040100068,J.N.EMBAJADA BRITANICA,COPÁN,SANTA ROSA DE COPÁN,SANTA ROSA DE COPÁN,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,14
040100074,J.N.ENRIQUE BUESO ARIAS,COPÁN,SANTA ROSA DE COPÁN,SANTA ROSA DE COPÁN,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,45
040600041,J.N.FROYLAN TURCIOS,COPÁN,CUCUYAGUA,EL TRÁNSITO,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,27
040100073,J.N.GOTITAS DEL SABER,COPÁN,SANTA ROSA DE COPÁN,LAS SANDÍAS,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,18
040600046,J.N.INFANCIA FELIZ,COPÁN,CUCUYAGUA,CARTAGUA,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,27
040500038,J.N.JOSE CECILIO DEL VALLE,COPÁN,CORQUIN,LAS CASITAS,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,18
041000063,J.N.JOSE MADRID,COPÁN,FLORIDA,EL ESPÍRITU SANTO,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,16
040500040,J.N.LIC BISHARA WILFREDO VASQUEZ,COPÁN,CORQUIN,EL CARRIZAL,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,25
041800025,J.N.MARIA OLGA ARGUETA,COPÁN,SAN JUAN DE OPOA,EL CONTAMAL,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,21
041300057,J.N.MARIO ARNOLDO BUESO YESCAS,COPÁN,NUEVA ARCADIA,SAN ISIDRO,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,14
040900041,J.N.NUEVO PORVENIR,COPÁN,EL PARAÍSO,EL PARAÍSO,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,43
040700019,J.N.NUEVOS HORIZONTES,COPÁN,DOLORES,YARUCONTE,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,28
